"MT_251";"MT_252";"MT_253";"MT_254"
0.08290998;0.00646648;0.02068568;0.00454253;
0.76060366;0.00554562;0.00886987;0.00890742;
0.11376834;0.01091303;0.00527473;0.00820031;
0.34375931;0.00628441;0.01332896;0.9710704;
0.07024675;0.0343976;0.0309912;0.01932395;
0.02966198;0.05143219;0.04638092;0.20071913;
0.0454652;0.029563;0.83103926;0.5;
0.5;0.93187999;0.01554532;0.94254079;
0.0394738;0.5;0.01166547;0.01365219;
0.93482662;0.0343976;0.98135523;0.98067605;
0.03294998;0.18391306;0.16896074;0.20071913;
0.04919307;0.94869385;0.06150557;0.07597878;
0.17750231;0.5;0.04626688;0.96146171;
0.94112492;0.5;0.90955608;0.20071913;
0.13926579;0.09984404;0.98302992;0.79928087;
0.07304216;0.93209949;0.01166547;0.94254079;
0.34375931;0.0343976;0.98135523;0.01932395;
0.93482662;0.81608694;0.06150557;0.97682761;
0.08302297;0.94869385;0.06130625;0.02576207;
0.34375931;0.06790051;0.95373312;0.9538528;
0.07313029;0.05143219;0.03712572;0.5;
0.96512797;0.97047893;0.9690088;0.01932395;
0.09621788;0.05130615;0.0309912;0.98342925;
0.13896101;0.81608694;0.90955608;0.0257336;
0.17750231;0.90015596;0.9628007;0.88910991;
0.9605262;0.09984404;0.98445468;0.96146171;
0.05881759;0.95880675;0.01036525;0.01546857;
0.17750231;0.5;0.98667104;0.97103444;
0.34375931;0.99506254;0.93869375;0.99572725;
0.92695784;0.02299411;0.16896074;0.98781465;
0.11376834;0.10031094;0.97336975;0.97114206;
0.82297298;0.94856781;0.04638092;0.00514723;
0.13896101;0.98780503;0.98564787;0.9615885;
0.5;0.9931674;0.98667104;0.20071913;
0.23939634;0.90015596;0.90912798;0.97896393;
0.96705002;0.9928644;0.0309912;0.01446768;
0.99268755;0.00349083;0.99614368;0.88910991;
0.97178162;0.00172817;0.98448048;0.98219908;
0.018538;0.99851865;0.06130625;0.01927592;
0.17750231;0.98650529;0.5;0.98713354;
0.00750028;0.97417922;0.97344526;0.99035319;
0.99150013;0.99233759;0.98309129;0.97110628;
0.96139189;0.99440656;0.99576526;0.9615885;
0.34375931;0.01034738;0.97674373;0.98219908;
0.97719454;0.05118071;0.98307599;0.02567685;
0.95463799;0.98277944;0.06130625;0.88910991;
0.02960318;0.01879391;0.83241864;0.9863798;
0.23939634;0.09984404;0.98137379;0.02101707;
0.5;0.90015596;0.01551952;0.98993114;
0.90393266;0.18246691;0.98669949;0.00579114;
0.91709002;0.99172352;0.01692401;0.98781465;
0.96063005;0.01879391;0.97344526;0.97110628;
0.02575887;0.05130615;0.83103926;0.98781465;
0.65624069;0.02066266;0.01692401;0.79928087;
0.82297298;0.9588879;0.98307599;0.94282054;
0.86103899;0.09984404;0.09087202;0.00661728;
0.03481113;0.18391306;0.0461534;0.96701794;
0.23860444;0.97052075;0.04626688;0.0136202;
0.96060414;0.98120609;0.04626688;0.98897088;
0.04217019;0.0147713;0.03712572;0.88910991;
0.17750231;0.5;0.04626688;0.98842155;
0.98202102;0.18391306;0.95373312;0.9615885;
0.01156588;0.9770313;0.09044392;0.01780092;
0.90865623;0.01217352;0.16896074;0.88859954;
0.97628816;0.93187999;0.00716595;0.02103607;
0.05348525;0.98621871;0.98965196;0.97432315;
0.07295424;0.18246691;0.01692401;0.03298206;
0.93489688;0.01089013;0.9690088;0.03298206;
0.02654942;0.94869385;0.96294757;0.98456223;
0.98490714;0.93209949;0.98139232;0.97687366;
0.04217019;0.06790051;0.03094005;0.00926608;
0.06510312;0.97052075;0.06130625;0.88859954;
0.97954821;0.04119325;0.98669949;0.9615885;
0.02469309;0.98782648;0.03094005;0.20071913;
0.11376834;0.01879391;0.99113013;0.04596589;
0.97306728;0.90015596;0.02325627;0.97432315;
0.11356048;0.09984404;0.97344526;0.92426421;
0.03939586;0.94869385;0.97344526;0.97687366;
0.98516264;0.93209949;0.01860768;0.02885794;
0.76139556;0.99014854;0.99189906;0.98638778;
0.04217019;0.01379044;0.00745169;0.01361222;
0.97882198;0.02294336;0.99223885;0.98553232;
0.05348525;0.97933734;0.01551952;0.02103607;
0.02693272;0.0343976;0.83103926;0.99201384;
0.96712253;0.98276515;0.02655474;0.05717946;
0.92704576;0.06790051;0.02655474;0.01286646;
0.02045179;0.18391306;0.02068568;0.20071913;
0.76060366;0.01879391;0.16758136;0.99357482;
0.96712253;0.95880675;0.01862621;0.00525787;
0.04911258;0.5;0.9875829;0.9615885;
0.07295424;0.02947925;0.06130625;0.01446768;
0.92704576;0.10031094;0.96287428;0.9615885;
0.23939634;0.18246691;0.00980519;0.02567685;
0.76060366;0.04119325;0.97674373;0.88910991;
0.03479087;0.02947925;0.0124171;0.07573579;
0.94129705;0.95880675;0.00532281;0.02312634;
0.90408275;0.00449966;0.98449335;0.00454253;
0.02280546;0.00706036;0.03094005;0.01052476;
0.9630375;0.0086381;0.02325627;0.01267704;
0.95463799;0.00797749;0.06130625;0.11140046;
0.01156812;0.02299411;0.01034804;0.01450377;
0.02581458;0.05143219;0.01095449;0.92402122;
0.05358058;0.95872529;0.00513133;0.9710704;
0.09621788;0.029563;0.0098258;0.0289296;
0.07304216;0.5;0.0309912;0.02317239;
0.88623166;0.5;0.90955608;0.97892583;
0.03700823;0.05130615;0.01435213;0.0289296;
0.0454997;0.95880675;0.96895747;0.95394363;
0.23860444;0.09984404;0.83103926;0.9538528;
0.94118241;0.02301957;0.90912798;0.07597878;
0.13926579;0.81608694;0.16896074;0.92402122;
0.08302297;0.93187999;0.01697008;0.0461472;
0.5;0.5;0.97668579;0.11140046;
0.91697703;0.93187999;0.0371993;0.97103444;
0.17750231;0.18391306;0.83103926;0.02896556;
0.05358058;0.02588505;0.96895747;0.5;
0.5;0.95872529;0.06150557;0.79928087;
0.96512797;0.18391306;0.16896074;0.0257336;
0.08313626;0.10031094;0.09087202;0.9710704;
0.17702702;0.93187999;0.98445468;0.04605637;
0.23939634;0.81608694;0.93849443;0.95394363;
0.91697703;0.18391306;0.96895747;0.07573579;
0.17702702;0.89968906;0.03104253;0.80078689;
0.23939634;0.89968906;0.97668579;0.79928087;
0.13926579;0.81608694;0.83103926;0.94254079;
0.9605262;0.04127471;0.06150557;0.99044048;
0.04919307;0.97047893;0.5;0.99593574;
0.91697703;0.5;0.06150557;0.00661917;
0.11376834;0.9905735;0.97340756;0.057319;
0.34375931;0.99506254;0.99662985;0.01446768;
0.17750231;0.99182135;0.0461534;0.98456223;
0.9605262;0.98120609;0.00594798;0.01157845;
0.99461085;0.5;0.98602337;0.98553232;
0.98145624;0.05130615;0.83241864;0.98993114;
0.02961786;0.01070484;0.98448048;0.9863798;
0.97719454;0.01882797;0.01692401;0.01006886;
0.02371184;0.99473569;0.09044392;0.95403411;
0.95092757;0.98706834;0.97344526;0.9863798;
0.01913285;0.97705664;0.99778199;0.97432315;
0.05348525;0.94869385;0.98669949;0.98070809;
0.97179495;0.09984404;0.83103926;0.20071913;
0.07286653;0.04119325;0.03094005;0.9863798;
0.65756102;0.89968906;0.01862621;0.98842155;
0.90393266;0.98409775;0.16758136;0.00798616;
0.11376834;0.98120609;0.06130625;0.98457248;
0.5;0.0343409;0.02325627;0.97687366;
0.96060414;0.98277944;0.83241864;0.01780092;
0.02371184;0.0343409;0.01550665;0.97687366;
0.94129705;0.0343409;0.98307599;0.942681;
0.96520913;0.98621871;0.98449335;0.99034117;
0.02693272;0.01877693;0.09044392;0.11089009;
0.91709002;0.18391306;0.01431916;0.00965883;
0.97954821;0.93209949;0.83241864;0.01447668;
0.03936995;0.9852287;0.93869375;0.98552332;
0.03116293;0.00899752;0.01690871;0.98072408;
0.94651475;0.99332344;0.96294757;0.9907413;
0.04539636;0.01149296;0.5;0.5;
0.09591725;0.05130615;0.93869375;0.97124889;
0.96060414;0.02066266;0.06130625;0.00514154;
0.06510312;0.5;0.03705243;0.02889372;
0.03287747;0.18391306;0.97677258;0.03298206;
0.97719454;0.5;0.5;0.97896393;
0.13896101;0.95880675;0.04626688;0.04605637;
0.01744754;0.90015596;0.0461534;0.04596589;
0.86103899;0.89968906;0.99019995;0.99355879;
0.98788624;0.18391306;0.01330051;0.01289501;
0.01744754;0.02582078;0.97674373;0.79928087;
0.13896101;0.94869385;0.97344526;0.02567685;
0.97530691;0.95880675;0.93869375;0.98842155;
0.92704576;0.01879391;0.03094005;0.01286646;
0.02117802;0.99100638;0.95373312;0.97110628;
0.94129705;0.98120609;0.97344526;0.01653541;
0.93496698;0.01149296;0.09087202;0.98346459;
0.23860444;0.02582078;0.02655474;0.98711928;
0.94651475;0.0411121;0.98669949;0.96711098;
0.97179495;0.98850704;0.98137379;0.954214;
0.09606734;0.97421124;0.9538466;0.02094141;
0.82249769;0.97047893;0.9690088;0.80078689;
0.07295424;0.01293166;0.03712572;0.02107417;
0.08290998;0.9656591;0.04626688;0.9821718;
0.95463799;0.02294336;0.01163643;0.07549433;
0.93489688;0.18391306;0.96905995;0.5;
0.05876022;0.02582078;0.90955608;0.11089009;
0.17702702;0.9656024;0.00980005;0.80078689;
0.04536201;0.0343976;0.97933717;0.01159578;
0.13896101;0.94869385;0.5;0.01652366;
0.07295424;0.0343409;0.03705243;0.98347634;
0.65624069;0.01723485;0.01862621;0.01652366;
0.88623166;0.18246691;0.95373312;0.02103607;
0.94129705;0.90015596;0.03705243;0.79928087;
0.05348525;0.5;0.00886987;0.057319;
0.65624069;0.5;0.01034804;0.04605637;
0.23939634;0.00591208;0.96294757;0.00538706;
0.82297298;0.00817221;0.16758136;0.00798616;
0.76060366;0.0086381;0.02655474;0.01269088;
0.08290998;0.00767941;0.0309912;0.07573579;
0.01254741;0.81608694;0.01330051;0.0461472;
0.02825844;0.04127471;0.01692401;0.05745921;
0.04225943;0.89968906;0.00635669;0.97892583;
0.13926579;0.89968906;0.00848722;0.01655896;
0.06517338;0.01593886;0.03712572;0.05745921;
0.91697703;0.06812001;0.97340756;0.79928087;
0.03485171;0.89968906;0.02070857;0.942681;
0.0454997;0.95880675;0.16896074;0.79928087;
0.13896101;0.06790051;0.90912798;0.79928087;
0.91697703;0.05143219;0.0371993;0.5;
0.65624069;0.06812001;0.95361908;0.057319;
0.05881759;0.81608694;0.5;0.79928087;
0.65624069;0.970437;0.5;0.20071913;
0.92695784;0.81753309;0.16896074;0.9742664;
0.11376834;0.02299411;0.04638092;0.03307561;
0.06524378;0.94856781;0.5;0.04605637;
0.82249769;0.10031094;0.97336975;0.95394363;
0.95774057;0.94856781;0.0371993;0.0289296;
0.08302297;0.04127471;0.93849443;0.9742664;
0.13926579;0.89968906;0.16896074;0.03847479;
0.34375931;0.93187999;0.09087202;0.9710704;
0.88602306;0.89968906;0.83103926;0.04605637;
0.65756102;0.5;0.06150557;0.0461472;
0.08302297;0.05143219;0.93849443;0.11140046;
0.65624069;0.9656024;0.9628007;0.99487434;
0.91697703;0.06790051;0.09087202;0.99527265;
0.17702702;0.97414713;0.0371993;0.02567685;
0.34375931;0.05143219;0.5;0.00579114;
0.65624069;0.98780503;0.96895747;0.99435104;
0.11397694;0.99371559;0.99680121;0.02567685;
0.76060366;0.97929617;0.03712572;0.01542752;
0.91697703;0.5;0.04626688;0.01929191;
0.99150013;0.99379079;0.01300445;0.02103607;
0.99287303;0.99100248;0.97763306;0.9742948;
0.018538;0.00449868;0.16896074;0.98346459;
0.97306728;0.00851759;0.01398709;0.02889372;
0.06503302;0.99429901;0.98304531;0.98993114;
0.23939634;0.99059485;0.99165676;0.9615885;
0.02820505;0.99469397;0.99435564;0.99073392;
0.06503302;0.01879391;0.99223563;0.97687366;
0.08290998;0.01879391;0.98904551;0.98219908;
0.97039682;0.0343409;0.03712572;0.99172966;
0.90408275;0.89968906;0.97931432;0.00538706;
0.82249769;0.98783361;0.01164368;0.79928087;
0.82297298;0.94869385;0.03705243;0.98553232;
0.0369625;0.18391306;0.97344526;0.98842155;
0.11356048;0.95880675;0.96294757;0.01157845;
0.82297298;0.06812001;0.99435393;0.97110628;
0.88643952;0.89968906;0.99690454;0.99072653;
0.88623166;0.05130615;0.01091611;0.00724434;
0.86103899;0.90015596;0.014178;0.98842155;
0.76139556;0.94869385;0.98161182;0.5;
0.96712253;0.02578876;0.01419954;0.01446768;
0.05348525;0.18391306;0.9832428;0.9920056;
0.06503302;0.98707639;0.00598801;0.9744078;
0.76139556;0.01149296;0.99337044;0.5;
0.06503302;0.06790051;0.05938114;0.02096028;
0.82297298;0.02947925;0.04626688;0.01221095;
0.95088742;0.98120609;0.99288046;0.942681;
0.04219989;0.89968906;0.01855231;0.20071913;
0.34243898;0.04119325;0.0097337;0.04596589;
0.88643952;0.02947925;0.00621091;0.99474213;
0.05870295;0.10031094;0.00405025;0.00660787;
0.03939586;0.97931678;0.96287428;0.02885794;
0.97306728;0.9588879;0.97344526;0.01543777;
0.92704576;0.0411121;0.03094005;0.942681;
0.05348525;0.90015596;0.83241864;0.88910991;
0.86103899;0.94869385;0.5;0.04596589;
0.0369625;0.01879391;0.5;0.9615885;
0.5;0.99059485;0.98835632;0.0136202;
0.97038214;0.01293166;0.83103926;0.92426421;
0.76139556;0.97052075;0.96294757;0.92426421;
0.91709002;0.0343409;0.90912798;0.98993114;
0.02960318;0.97417922;0.98836357;0.97687366;
0.04217019;0.10031094;0.97344526;0.92303379;
0.98737014;0.9770313;0.0124171;0.01054864;
0.76139556;0.5;0.02322742;0.942681;
0.04217019;0.9588879;0.99068821;0.02567685;
0.97179495;0.89968906;0.02655474;0.98072408;
0.02371184;0.02582078;0.04626688;0.01653541;
0.86103899;0.93209949;0.02655474;0.04596589;
0.90408275;0.02578876;0.02325627;0.20071913;
0.04907243;0.06812001;0.96287428;0.95394363;
0.08290998;0.02578876;0.04626688;0.95403411;
0.97179495;0.02582078;0.00980519;0.04596589;
0.02961786;0.97933734;0.01550665;0.02889372;
0.13896101;0.02066266;0.03712572;0.95403411;
0.11356048;0.02066266;0.83103926;0.97687366;
0.5;0.81753309;0.16896074;0.01446768;
0.93496698;0.5;0.04626688;0.07573579;
0.76060366;0.95880675;0.03705243;0.057319;
0.13896101;0.01879391;0.09087202;0.942681;
0.17702702;0.00492691;0.03705243;0.00551491;
0.34375931;0.01130522;0.00776437;0.00926608;
0.08290998;0.01593886;0.00499419;0.01285935;
0.90408275;0.01295587;0.01244189;0.94282054;
0.01339348;0.00901314;0.83103926;0.02792408;
0.02284914;0.029563;0.9767148;0.88859954;
0.02966198;0.89968906;0.06130625;0.07597878;
0.65624069;0.10031094;0.03104253;0.05745921;
0.05362838;0.04127471;0.01435213;0.5;
0.9545348;0.06790051;0.98135523;0.07597878;
0.02284914;0.5;0.03712572;0.92402122;
0.09606734;0.93209949;0.03104253;0.9538528;
0.13926579;0.09984404;0.96895747;0.03853829;
0.95774057;0.18391306;0.02331421;0.94254079;
0.09621788;0.05143219;0.96895747;0.03307561;
0.09606734;0.18391306;0.96287428;0.98067605;
0.34375931;0.06812001;0.01864477;0.02107417;
0.90393266;0.97927553;0.95361908;0.97423793;
0.17702702;0.05143219;0.0371993;0.02319548;
0.23939634;0.10031094;0.93849443;0.88859954;
0.07313029;0.93187999;0.9628007;0.94254079;
0.97172818;0.04127471;0.02073151;0.02317239;
0.05881759;0.93187999;0.9628007;0.96697123;
0.11397694;0.06812001;0.83103926;0.03302877;
0.5;0.970437;0.0371993;0.98215812;
0.93482662;0.02588505;0.83103926;0.05745921;
0.07304216;0.94856781;0.5;0.0257336;
0.34375931;0.94856781;0.09087202;0.97892583;
0.23939634;0.99390207;0.98304531;0.99556751;
0.95080693;0.02952107;0.0232852;0.98219908;
0.05881759;0.18391306;0.97929143;0.0060965;
0.82249769;0.98618203;0.16896074;0.19921311;
0.90393266;0.9937175;0.9628007;0.9615885;
0.97172818;0.98446642;0.99066495;0.95403411;
0.11397694;0.01826522;0.5;0.96701794;
0.08302297;0.05130615;0.99559661;0.02567685;
0.98898372;0.97700589;0.09087202;0.01286646;
0.98365291;0.95253513;0.01550665;0.9742948;
0.86134252;0.03867338;0.01862621;0.98457248;
0.76060366;0.02299411;0.03094005;0.02312634;
0.97306728;0.98446642;0.99357557;0.98346459;
0.34375931;0.99586106;0.99189906;0.98553232;
0.02960318;0.06790051;0.99379115;0.9863798;
0.5;0.97052075;0.98139232;0.98456223;
0.09606734;0.98120609;0.98307599;0.02312634;
0.95460364;0.93209949;0.93869375;0.92426421;
0.96306032;0.05130615;0.93849443;0.07573579;
0.03693968;0.81608694;0.06150557;0.20071913;
0.05876022;0.9588879;0.02322742;0.79928087;
0.13865748;0.0343409;0.03712572;0.98347634;
0.97530691;0.98620956;0.5;0.97110628;
0.03939586;0.0147713;0.99357557;0.942681;
0.09591725;0.02947925;0.01692401;0.95403411;
0.90408275;0.90015596;0.83103926;0.01927592;
0.05870295;0.09984404;0.96294757;0.96701794;
0.95463799;0.04119325;0.03094005;0.9615885;
0.86103899;0.5;0.02655474;0.0384115;
0.23860444;0.98783361;0.03094005;0.01446768;
0.04911258;0.0343409;0.83241864;0.94282054;
0.94129705;0.10031094;0.96287428;0.19921311;
0.06503302;0.05118071;0.01860768;0.94282054;
0.86103899;0.02582078;0.04626688;0.98713354;
0.94129705;0.9656591;0.93869375;0.9834056;
0.06510312;0.93209949;0.5;0.02907399;
0.03287747;0.97931678;0.93869375;0.5;
0.17702702;0.01379044;0.95373312;0.03298206;
0.98900608;0.90015596;0.96287428;0.97687366;
0.02576999;0.89968906;0.01164368;0.79928087;
0.01309619;0.97421124;0.97344526;0.01927592;
0.98219286;0.01879391;0.97674373;0.02889372;
0.13896101;0.9656024;0.01330051;0.0384115;
0.03116293;0.9656591;0.98307599;0.11140046;
0.981462;0.04119325;0.97933717;0.96152521;
0.65624069;0.02294336;0.98137379;0.11140046;
0.01744754;0.97705664;0.0124171;0.02885794;
0.97628816;0.94869385;0.98139232;0.99073761;
0.97179495;0.97417922;0.98307599;0.5;
0.13896101;0.0411121;0.03712572;0.99374768;
0.0369625;0.06812001;0.97931432;0.88910991;
0.96883707;0.93187999;0.04626688;0.01048678;
0.96306032;0.81753309;0.97344526;0.00643943;
0.03936995;0.06790051;0.96905995;0.07573579;
0.88643952;0.97052075;0.03094005;0.942681;
0.09591725;0.95880675;0.93869375;0.95403411;
0.86103899;0.93209949;0.03094005;0.02889372;
0.13896101;0.90015596;0.0124171;0.98456223;
0.88623166;0.01590225;0.97674373;0.07573579;
0.09606734;0.95880675;0.06130625;0.04605637;
0.05870295;0.06812001;0.93869375;0.02885794;
0.91709002;0.09984404;0.04626688;0.80078689;
0.05348525;0.04119325;0.95373312;0.96701794;
0.11356048;0.9770313;0.0309912;0.97110628;
0.91709002;0.01591444;0.09044392;0.02889372;
0.95463799;0.09984404;0.93869375;0.03298206;
0.07295424;0.01879391;0.01163643;0.942681;
0.5;0.9656591;0.00503591;0.01542752;
0.5;0.00626922;0.5;0.00445544;
0.92704576;0.00489323;0.00745169;0.00798616;
0.08290998;0.00740545;0.00690132;0.02055299;
0.65624069;0.02585287;0.0114022;0.02317239;
0.01157037;0.01151846;0.94462304;0.0257336;
0.02966198;0.02588505;0.02540206;0.96152521;
0.0394738;0.93187999;0.01864477;0.04605637;
0.09621788;0.81608694;0.01166547;0.0461472;
0.13896101;0.02299411;0.01435213;0.0257336;
0.76139556;0.05143219;0.5;0.98215812;
0.02966198;0.98117203;0.9628007;0.0461472;
0.05881759;0.10031094;0.06150557;0.92402122;
0.5;0.09984404;0.93849443;0.79928087;
0.93482662;0.03445448;0.01866337;0.88859954;
0.11397694;0.97929617;0.90912798;0.05745921;
0.09606734;0.04119325;0.93849443;0.94254079;
0.34375931;0.02301957;0.04638092;0.5;
0.90393266;0.96554552;0.97926849;0.80078689;
0.17702702;0.89968906;0.02663025;0.0257336;
0.07313029;0.04127471;0.0232852;0.97103444;
0.5;0.94856781;0.97929143;0.0461472;
0.96296886;0.05143219;0.02659244;0.03302877;
0.06517338;0.89968906;0.5;0.88910991;
0.23939634;0.18391306;0.9690088;0.07573579;
0.13926579;0.970437;0.99066495;0.97892583;
0.9545348;0.04127471;0.04638092;0.05745921;
0.07304216;0.05143219;0.01864477;0.05745921;
0.34375931;0.98908697;0.98564787;0.96692439;
0.34375931;0.9940761;0.16896074;0.99140231;
0.94641942;0.98406114;0.0371993;0.99665576;
0.07304216;0.05130615;0.98833453;0.98346459;
0.65624069;0.01151846;0.01554532;0.00379789;
0.23939634;0.81608694;0.96895747;0.01653541;
0.34375931;0.99506254;0.98445468;0.07573579;
0.34375931;0.18391306;0.98304531;0.06970723;
0.97525572;0.98732875;0.9969117;0.99045618;
0.99319077;0.02947925;0.00621091;0.01286646;
0.98709386;0.0343976;0.83103926;0.97110628;
0.02280546;0.14414463;0.99153201;0.057319;
0.02961786;0.01593886;0.00532281;0.98897088;
0.96518887;0.99378708;0.98307599;0.95403411;
0.65756102;0.9852287;0.5;0.98713354;
0.02575887;0.99137984;0.99737579;0.97898293;
0.05870295;0.98706834;0.97344526;0.942681;
0.97307942;0.06790051;0.9875829;0.97110628;
0.98022635;0.01379044;0.09087202;0.97432315;
0.01977365;0.97933734;0.01330051;0.79928087;
0.65624069;0.95880675;0.98307599;0.96701794;
0.07295424;0.5;0.0124171;0.0257052;
0.88623166;0.93209949;0.97344526;0.97110628;
0.17702702;0.99495329;0.93869375;0.11089009;
0.95463799;0.00591208;0.83103926;0.98072408;
0.17702702;0.02294336;0.98669949;0.5;
0.05870295;0.05130615;0.06130625;0.03298206;
0.34375931;0.98850704;0.01330051;0.97110628;
0.97882198;0.01293166;0.97344526;0.942681;
0.02195764;0.06790051;0.01095449;0.00965081;
0.13896101;0.02066266;0.98669949;0.97898293;
0.34375931;0.97933734;0.00931644;0.96152521;
0.5;0.05130615;0.98566987;0.99227144;
0.90393266;0.02578876;0.96294757;0.00747983;
0.92713347;0.98621871;0.02322742;0.92426421;
0.11356048;0.18246691;0.98139232;0.97110628;
0.23939634;0.5;0.9928368;0.02312634;
0.03939586;0.01293166;0.99484745;0.0257052;
0.34243898;0.97417922;0.9538466;0.98070809;
0.23939634;0.5;0.90998027;0.80078689;
0.08290998;0.98409775;0.01545538;0.07573579;
0.05200436;0.01590225;0.9915626;0.96701794;
0.97561966;0.18391306;0.97683009;0.98894991;
0.97039682;0.94869385;0.0084374;0.02111241;
0.86103899;0.18391306;0.98146607;0.0136202;
0.02196572;0.97052075;0.01426454;0.02885794;
0.97628816;0.01292361;0.9794054;0.98553232;
0.02575887;0.98910987;0.01325337;0.99227914;
0.04911258;0.01723485;0.96302057;0.00723758;
0.97954821;0.99100638;0.98969191;0.98347634;
0.96060414;0.01149296;0.98839968;0.01285935;
0.02117802;0.5;0.0205946;0.98990928;
0.97719454;0.98276515;0.90955608;0.96171447;
0.96520913;0.89968906;0.98839968;0.00702535;
0.5;0.0343976;0.01546817;0.942681;
0.02961786;0.97417922;0.01545538;0.95403411;
0.88623166;0.98409775;0.00928404;0.79928087;
0.95782981;0.01088443;0.93889179;0.02103607;
0.04911258;0.06790051;0.98453183;0.98947047;
0.06503302;0.9852287;0.95395953;0.98713354;
